epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
81,0.6599700510978699,77.074,97.98599999999999,0.4746985436439514,83.77,99.42999999999999
82,0.6624288841247559,76.94,98.042,0.48420077571868897,82.98,99.45
83,0.6616507118034363,76.972,98.02199999999999,0.47769514694213866,83.58,99.33
84,0.6659662474250794,76.974,98.06200000000001,0.48406091651916505,83.61,99.28
85,0.6608678631401061,76.84,98.10600000000001,0.4724864242553711,83.78999999999999,99.33999999999999
86,0.6543360332107544,77.264,98.074,0.4823667423248291,83.33,99.37
87,0.656417443523407,77.02799999999999,98.03,0.4696131613731384,83.81,99.39
88,0.6572274254608155,77.024,97.99600000000001,0.4740068927764893,83.91,99.41
89,0.6553148927879333,77.262,98.048,0.48838115615844724,82.94,99.39
90,0.6562339922904968,77.152,98.012,0.4756683494567871,83.39,99.4
91,0.6549673715400696,76.99000000000001,98.056,0.4871109597206116,83.00999999999999,99.32
92,0.6543084813880921,76.994,98.134,0.4791915496826172,83.38,99.31
93,0.6548467368888855,77.17,98.074,0.47201337928771975,83.95,99.41
94,0.6515149035644531,77.236,98.066,0.4688531739234924,83.86,99.45
95,0.6556068205070495,77.226,98.046,0.4786003631591797,83.73,99.31
96,0.6572247745704651,76.988,98.08,0.4674758439540863,84.03,99.37
97,0.654072612991333,77.202,98.08,0.4669924978256226,83.59,99.36
98,0.6494745274734497,77.42,98.11,0.460630305147171,84.04,99.45
99,0.6599758283805847,77.058,97.98,0.4888534695625305,82.86,99.33999999999999
100,0.6550956197547912,77.14800000000001,98.042,0.4618567430973053,83.91999999999999,99.51
101,0.6536804928398132,77.42,97.914,0.48069061374664307,83.54,99.33999999999999
102,0.6507665959358215,77.292,97.994,0.46863576993942263,83.77,99.4
103,0.6508089900016785,77.288,98.104,0.47843539390563966,83.63000000000001,99.36
104,0.6490351118278503,77.322,98.102,0.4683269310951233,83.99,99.37
105,0.6577114661788941,76.988,98.066,0.4634931922912598,83.89999999999999,99.39
106,0.6583979637336731,77.12599999999999,97.982,0.47888154783248904,83.24000000000001,99.44
107,0.6549716158103943,77.278,98.04,0.47344589080810545,83.72,99.47
108,0.6508967519378662,77.168,98.16,0.47940481452941897,83.43,99.46000000000001
109,0.6484310856819153,77.396,98.114,0.47414785718917846,83.83,99.32
110,0.6560446251869202,77.108,98.026,0.4692066436767578,83.88,99.42
111,0.6495990809249877,77.376,97.988,0.46068531551361086,83.87,99.48
112,0.6492059618377686,77.35,98.092,0.47455856494903564,83.50999999999999,99.36
113,0.6517715169143676,77.198,98.086,0.46439719505310056,84.07,99.41
114,0.6418380346870423,77.676,98.16,0.46521573600769045,84.1,99.4
115,0.6521253654670716,76.982,98.122,0.4683518585205078,84.15,99.44
116,0.656981780757904,77.042,98.044,0.4718257043838501,83.56,99.33999999999999
117,0.6521831716537475,77.25800000000001,97.994,0.4728128092765808,83.62,99.46000000000001
118,0.6516504158210754,77.264,97.99,0.472131746673584,83.77,99.33999999999999
119,0.6496919549369812,77.14999999999999,98.054,0.4692562792301178,83.71,99.4
120,0.6502088103294372,77.25999999999999,98.122,0.46743184146881106,84.11999999999999,99.36
121,0.6523862013053894,77.244,97.978,0.4824161294937134,83.2,99.38
122,0.6500321981048583,77.21000000000001,98.104,0.46307752170562744,84.11,99.45
123,0.6487737101745605,77.372,98.13,0.46710496244430544,83.78999999999999,99.42
124,0.6526169008255005,77.414,97.96000000000001,0.4672868497848511,84.05,99.38
125,0.6504119185256958,77.226,98.124,0.4640183159828186,83.95,99.36
126,0.6496793144035339,77.384,98.06200000000001,0.4742239830970764,83.56,99.47
127,0.6470698842811584,77.264,98.084,0.4679027879714966,83.93,99.5
128,0.6484946027374268,77.566,98.04,0.45919255962371824,83.99,99.48
129,0.6457537125968933,77.584,98.054,0.4735140440940857,83.54,99.42999999999999
130,0.6536004804229736,77.13,98.00999999999999,0.4616045460700989,83.98,99.5
131,0.6504148089408874,77.278,98.098,0.48706400623321533,83.2,99.33
132,0.6479081504821778,77.236,98.098,0.46591055579185486,83.57,99.42
133,0.6530092136955261,77.206,98.002,0.4694663656234741,83.85000000000001,99.36
134,0.6503637675666809,77.29599999999999,98.06,0.45879462118148806,83.98,99.42
135,0.6459900932121276,77.224,98.084,0.4622240342617035,84.17,99.47
136,0.64567899143219,77.61200000000001,98.036,0.4545120390892029,84.38,99.46000000000001
137,0.6515491557502746,77.304,97.964,0.4593990725517273,84.0,99.44
138,0.6504093605422974,77.28,98.014,0.4599414687156677,84.27,99.44
139,0.6514008250427246,77.298,98.07000000000001,0.46728870239257814,84.19,99.3
140,0.6450321866035461,77.452,98.166,0.45566369318962097,84.23,99.44
141,0.6450934590339661,77.616,98.042,0.46588545083999633,83.41,99.38
142,0.6441604326438903,77.362,98.17,0.4597567843914032,83.91999999999999,99.48
143,0.6468362273979187,77.374,98.10799999999999,0.4586184051513672,84.32,99.45
144,0.6422759247398376,77.596,98.206,0.46121856727600097,84.11999999999999,99.4
145,0.6438832739639282,77.416,98.112,0.4513821763038635,84.37,99.46000000000001
146,0.6410760898590088,77.654,98.19600000000001,0.4594270007610321,84.09,99.5
147,0.6476641730117798,77.3,98.072,0.4650377779006958,83.86,99.42
148,0.6483524976921081,77.396,98.104,0.4625521724700928,83.91999999999999,99.49
149,0.6455752740097046,77.38199999999999,98.17,0.46080806312561035,84.33,99.41
150,0.6455045727157592,77.604,98.092,0.4770766742706299,83.22,99.41
151,0.6488541610145568,77.198,98.104,0.4599886031627655,83.94,99.42999999999999
152,0.6437847660636902,77.59,98.11999999999999,0.4749479392051697,83.39999999999999,99.44
153,0.6493141851806641,77.444,98.032,0.4691769146919251,83.76,99.47
154,0.6454673198699952,77.46600000000001,98.00999999999999,0.4571168155670166,84.52,99.44
155,0.6512504667663574,77.252,98.032,0.4755016471862793,83.93,99.45
156,0.648023840751648,77.492,98.064,0.45784252948760984,84.19,99.42
157,0.6447383070373535,77.4,98.152,0.4720492913246155,83.56,99.45
158,0.6476444398117065,77.42599999999999,98.012,0.4566632092952728,84.27,99.41
159,0.6473792192077636,77.578,98.126,0.458043385219574,84.5,99.49
160,0.6443596381378174,77.396,98.154,0.45655165133476255,84.16,99.46000000000001
161,0.6456626346969605,77.402,98.19,0.4590843340873718,84.25,99.5
162,0.6419578594589234,77.732,98.048,0.45553712010383607,84.25,99.4
163,0.643346793384552,77.646,98.06,0.46707522506713867,83.50999999999999,99.42999999999999
164,0.6389796970367432,77.85,98.09,0.4568491207122803,84.08,99.44
165,0.6427080958175659,77.74,98.036,0.4571099637985229,84.32,99.46000000000001
166,0.6456300847625732,77.63,98.16,0.46453812122344973,84.26,99.42
167,0.6495367850875855,77.338,98.168,0.46721034774780273,84.05,99.41
168,0.6483147226333618,77.50200000000001,98.036,0.45403064885139466,84.14,99.47
169,0.6428777063941955,77.648,98.10799999999999,0.4576002516746521,84.13000000000001,99.45
170,0.6513284728050232,77.318,98.026,0.46324308280944826,84.11,99.45
171,0.6438131588554382,77.506,98.2,0.4727431312561035,83.37,99.33999999999999
172,0.6403224356651306,77.716,98.166,0.4732754252433777,83.54,99.4
173,0.6484448558425904,77.29,98.08,0.4587070757865906,84.19,99.46000000000001
174,0.6458196320724487,77.364,98.084,0.45927309761047364,84.38,99.44
175,0.6455084401130676,77.46600000000001,98.13,0.4574267366886139,84.0,99.41
176,0.6417585802650452,77.538,98.15,0.4611220382213593,84.09,99.41
177,0.6426600538635254,77.578,98.054,0.46343280501365663,83.8,99.42
178,0.648271993484497,77.492,98.092,0.4500538805961609,84.44,99.52
179,0.6456900270080567,77.532,98.06,0.45722037687301637,84.24000000000001,99.42999999999999
180,0.6428207319641114,77.306,98.11800000000001,0.4538467540740967,84.24000000000001,99.38
181,0.645907488899231,77.50399999999999,98.078,0.46359208688735964,84.17,99.46000000000001
182,0.6420831370544433,77.428,98.08200000000001,0.46349659948349,84.05,99.36
183,0.6429338220596313,77.456,98.152,0.4562292375564575,84.38,99.52
184,0.6374895825958252,77.558,98.184,0.4655255171775818,84.00999999999999,99.39
185,0.6415699744987488,77.534,98.146,0.45469175434112546,84.17999999999999,99.4
186,0.6431144251823425,77.522,98.038,0.464248646736145,83.85000000000001,99.41
187,0.6501178765106201,77.348,98.058,0.4539684812545776,84.37,99.45
188,0.6477828141212464,77.238,98.036,0.4667059461116791,83.87,99.33999999999999
189,0.6386580655860901,77.80799999999999,98.1,0.4599056538581848,83.94,99.42
190,0.6399837416267395,77.53,98.128,0.4541559826374054,84.24000000000001,99.46000000000001
191,0.6431904661560058,77.474,98.076,0.4619613493919373,84.05,99.45
192,0.6418105440139771,77.508,98.152,0.46805251626968386,83.37,99.4
193,0.6379166501235962,77.7,98.136,0.46269694647789,84.34,99.38
194,0.6430658957481384,77.566,98.072,0.4492846787929535,84.46000000000001,99.47
195,0.6426764549064636,77.578,98.13199999999999,0.4733789073944092,83.58,99.39
196,0.6393009974479675,77.714,98.142,0.45111048731803893,84.35000000000001,99.41
197,0.6413108335876465,77.60000000000001,98.142,0.44855083336830137,84.55,99.47
198,0.6395991772079468,77.55199999999999,98.1,0.4602749267578125,84.03,99.46000000000001
199,0.6420352136421204,77.684,98.092,0.477351700592041,83.27,99.4
200,0.6457905761909485,77.55,98.10799999999999,0.4791685112953186,83.31,99.4
